conditioning_factor,cube_id,direction,ell_cells,pair_local_accepted_measurements,pair_local_curve_value,pair_local_over_subvolume_mean,q_name,representative_cube,subvolume_mean_accepted_measurements,subvolume_mean_curve_value,supported_comparison
1.251041895214089,L640_sub00370,xi,48.977035434987286,1500,0.01461815418132799,0.7993337423994673,u,True,1511,0.01828792331154033,True
1.292805605495662,L640_sub00370,xi,52.22068555658763,1533,0.014509811286542496,0.773511497590235,u,True,1669,0.01875836536592636,True
1.1712874911385631,L640_sub00370,xi,55.72252686302013,1533,0.017795027642585795,0.8537613588171583,u,True,1612,0.020843093282225698,True
1.1409891055784496,L640_sub00370,xi,59.22415047934415,1477,0.01726284859202073,0.8764325576036311,u,True,1600,0.019696722174745926,True
1.331994958940971,L640_sub00370,xi,62.96824596572466,1570,0.016663827927990385,0.7507535920369172,u,True,1587,0.02219613479674296,True
1.188633928688469,L640_sub00370,xi,66.97014260101288,1536,0.01818125388189527,0.8413019146301784,u,True,1692,0.021610855230119654,True
1.1485387958597124,L640_sub00370,xi,71.21446482281532,1553,0.01968847217233663,0.8706715033091006,u,True,1651,0.02261297412113297,True
1.149759767494905,L640_sub00370,xi,75.95887044973747,1514,0.021430429335477407,0.8697469056329903,u,True,1569,0.024639845450074496,True
1.219348813082316,L640_sub00370,xi,80.96141056083448,1534,0.0195139470165772,0.8201098728034697,u,True,1592,0.023794308133214613,True
1.1999340850795637,L640_sub00370,xi,86.20614827261453,1579,0.022502173755000125,0.8333791100981128,u,True,1659,0.027001125277007446,True
1.082597733668391,L640_sub00370,xi,91.95107394696377,1509,0.024898908741664984,0.9237041321077701,u,True,1576,0.026955502174542602,True
1.1567303527325936,L640_sub00370,xi,97.95407086997457,1539,0.025921968108096508,0.8645057144369535,u,True,1686,0.029984727313201516,True
1.1625784934819472,L640_sub00370,xi,104.19932821280567,1547,0.026589922853777915,0.8601569748679754,u,True,1596,0.030912872453146327,True
1.0563162347974795,L640_sub00370,xi,110.94480609744649,1577,0.028904192562640492,0.9466861978048869,u,True,1612,0.030531967857629714,True
1.101164044747236,L640_sub00370,xi,117.94808179873041,1570,0.03122820445898237,0.9081299055941684,u,True,1673,0.034387375932246694,True
1.1174796742746396,L640_sub00370,xi,125.193849689192,1616,0.030534907246671524,0.8948708625497854,u,True,1723,0.03412213820401683,True
1.0923073996589339,L640_sub00370,xi,133.18220601867202,1591,0.03131631821191922,0.9154932030234746,u,True,1759,0.0342070461129532,True
1.0644856702157466,L640_sub00370,xi,141.92867927237256,1509,0.03680236457713631,0.9394208188799039,u,True,1637,0.03917558972241719,True
1.0606046940109441,L640_sub00370,xi,151.17539482336403,1543,0.033379655614234637,0.9428583577338772,u,True,1683,0.035402619428926016,True
1.093763834081141,L640_sub00370,xi,160.92234151913152,1602,0.037788022235997344,0.9142741502694582,u,True,1691,0.04133117208318787,True
1.0716799423384047,L640_sub00370,xi,171.1695066301238,1520,0.036057785033322326,0.9331144127023605,u,True,1633,0.03864240498536146,True
1.0818852341358691,L640_sub00370,xi,182.15927096911648,1518,0.03770851810298637,0.9243124579648477,u,True,1675,0.040796288936766074,True
